seconds, accX, accY, accZ, temp
77,-0.04,0.99,0.12,47.11
77,-0.04,0.99,0.12,42.89
77,-0.04,1.00,0.12,42.89
77,-0.04,1.01,0.12,47.35
77,-0.04,1.01,0.13,40.13
77,-0.04,1.00,0.13,40.13
77,-0.03,1.00,0.12,46.13
77,-0.03,1.00,0.13,38.15
77,-0.05,1.00,0.13,39.20
77,-0.04,1.00,0.13,39.20
77,-0.04,1.00,0.11,47.00
77,-0.04,1.00,0.12,51.69
77,-0.03,1.00,0.12,51.69
77,-0.04,0.99,0.12,40.75
77,-0.04,0.99,0.12,41.57
77,-0.04,1.00,0.12,41.57
77,-0.04,0.99,0.12,39.40
77,-0.04,0.94,0.12,43.70
77,-0.03,1.00,0.12,43.52
77,-0.04,0.99,0.13,42.74
77,-0.04,1.00,0.13,44.60
77,-0.04,1.00,0.13,41.42
77,-0.05,1.00,0.12,41.42
77,-0.04,1.00,0.12,42.25
77,-0.04,1.00,0.12,44.60
77,-0.04,1.00,0.12,44.60
77,-0.04,0.99,0.11,40.62
77,-0.04,0.99,0.12,38.68
77,-0.04,1.00,0.12,39.06
77,-0.04,1.00,0.12,43.76
77,-0.04,0.94,0.12,40.59
77,-0.04,1.00,0.12,45.59
77,-0.04,0.99,0.12,45.59
77,-0.04,1.00,0.12,45.57
77,-0.04,1.00,0.12,44.71
77,-0.04,1.00,0.12,44.71
77,-0.04,1.00,0.11,41.47
77,-0.04,1.00,0.11,43.60
77,-0.04,1.00,0.11,43.60
77,-0.05,1.00,0.11,43.76
77,-0.05,1.00,0.12,41.56
77,-0.03,1.00,0.12,41.75
77,-0.05,1.00,0.12,41.75
77,-0.05,1.00,0.12,46.74
77,-0.04,1.00,0.12,38.67
77,-0.05,1.00,0.12,38.67
77,-0.04,1.00,0.12,40.75
77,-0.04,1.00,0.06,42.63
77,-0.05,1.00,0.13,42.63
77,-0.04,1.01,0.12,46.20
77,-0.04,1.06,0.12,40.00
77,-0.04,1.00,0.12,40.07
77,-0.04,1.00,0.11,42.42
77,-0.04,1.00,0.12,41.00
77,-0.04,1.00,0.12,40.23
77,-0.04,1.00,0.12,40.23
77,-0.04,0.99,0.11,40.67
77,-0.04,0.99,0.06,44.62
77,-0.04,1.00,0.13,44.62
77,-0.04,1.00,0.12,43.79
77,-0.04,1.00,0.12,44.49
77,-0.04,0.99,0.12,44.49
77,-0.04,1.00,0.12,49.42
77,-0.04,1.00,0.13,41.14
77,-0.05,1.00,0.13,45.95
77,-0.03,1.00,0.12,45.95
77,-0.03,1.00,0.12,41.57
77,-0.05,1.00,0.12,43.74
77,-0.04,1.00,0.12,43.74
77,-0.04,1.00,0.13,42.68
77,-0.04,1.00,0.12,39.09
77,-0.04,1.01,0.12,39.09
77,-0.04,1.00,0.13,39.87
77,-0.04,0.94,0.11,43.02
77,-0.04,1.00,0.11,43.14
77,-0.03,1.00,0.12,41.57
77,-0.03,0.99,0.12,48.30
77,-0.04,0.99,0.12,40.32
77,-0.05,1.00,0.12,40.32
77,-0.04,1.01,0.12,43.81
77,-0.04,1.01,0.12,45.26
77,-0.04,1.00,0.12,45.26
77,-0.04,1.00,0.12,43.06
77,-0.04,1.00,0.12,42.11
77,-0.04,1.00,0.12,42.14
77,-0.04,1.00,0.12,44.49
77,-0.04,0.94,0.12,40.97
77,-0.04,1.01,0.12,42.63
77,-0.04,1.00,0.12,42.63
77,-0.04,1.00,0.12,43.40
77,-0.04,1.00,0.11,41.38
77,-0.04,1.01,0.11,41.38
77,-0.04,1.01,0.11,43.22
77,-0.04,1.01,0.11,45.68
77,-0.04,1.00,0.11,45.68
77,-0.04,1.00,0.12,39.22
77,-0.04,1.00,0.12,41.64
77,-0.04,1.00,0.12,41.75
77,-0.04,1.00,0.12,44.10
77,-0.04,0.99,0.12,48.55
77,-0.05,0.99,0.12,38.41
77,-0.04,1.00,0.11,38.41
77,-0.03,1.00,0.12,43.77
77,-0.03,1.00,0.12,45.84
77,-0.04,1.00,0.12,45.84
77,-0.04,1.00,0.12,45.64
77,-0.04,1.00,0.12,41.22
77,-0.04,1.00,0.12,41.44
77,-0.04,1.00,0.11,39.09
77,-0.04,1.00,0.12,41.72
77,-0.04,1.00,0.12,40.10
77,-0.03,1.00,0.11,40.10
77,-0.05,1.00,0.13,39.53
77,-0.05,1.00,0.18,44.77
77,-0.04,1.00,0.11,44.77
77,-0.04,1.00,0.13,42.63
77,-0.04,1.00,0.12,41.02
77,-0.04,1.00,0.12,41.02
77,-0.03,1.00,0.12,39.28
77,-0.03,1.00,0.13,38.31
77,-0.04,1.00,0.13,37.83
77,-0.04,1.01,0.12,46.45
77,-0.04,1.01,0.11,44.22
77,-0.04,1.01,0.11,45.27
77,-0.04,1.00,0.11,45.27
77,-0.03,1.00,0.11,44.31
77,-0.03,1.00,0.13,42.03
77,-0.04,1.00,0.13,42.03
77,-0.04,0.99,0.12,42.04
77,-0.04,0.94,0.12,40.36
77,-0.04,1.00,0.12,40.63
77,-0.04,1.00,0.12,40.63
77,-0.04,1.00,0.13,37.43
77,-0.04,1.00,0.13,43.78
77,-0.04,1.00,0.12,43.78
77,-0.04,1.00,0.12,41.23
77,-0.04,1.00,0.11,48.00
77,-0.05,1.00,0.11,48.00
77,-0.05,1.00,0.12,39.51
77,-0.05,1.00,0.11,41.78
77,-0.04,1.01,0.11,41.84
77,-0.04,1.00,0.12,46.54
77,-0.04,0.94,0.13,44.43
77,-0.04,1.00,0.13,43.04
77,-0.04,1.01,0.12,43.04
77,-0.04,1.00,0.12,41.14
77,-0.04,1.00,0.06,48.03
77,-0.04,1.00,0.13,48.03
77,-0.04,1.00,0.12,41.85
77,-0.04,1.00,0.12,38.39
77,-0.04,1.01,0.12,38.39
77,-0.04,1.00,0.13,41.46
77,-0.04,1.00,0.11,40.76
77,-0.04,1.00,0.11,41.13
77,-0.04,1.00,0.12,44.26
77,-0.04,0.99,0.12,43.60
77,-0.05,0.99,0.12,40.69
77,-0.03,1.00,0.12,40.69
77,-0.04,0.99,0.12,44.97
77,-0.04,0.99,0.12,41.60
77,-0.03,1.00,0.12,41.60
77,-0.04,0.99,0.12,41.40
77,-0.04,0.99,0.12,42.63
77,-0.04,1.00,0.12,42.44
77,-0.04,1.00,0.12,45.57
77,-0.04,1.00,0.12,44.48
77,-0.04,1.00,0.12,42.38
77,-0.03,1.00,0.12,42.38
77,-0.03,1.00,0.12,41.00
77,-0.03,1.00,0.12,45.00
77,-0.03,1.00,0.12,45.00
77,-0.04,1.00,0.12,41.30
77,-0.04,1.00,0.12,44.20
77,-0.03,1.00,0.12,44.20
77,-0.05,1.01,0.11,40.15
77,-0.05,1.06,0.12,43.40
77,-0.04,1.00,0.12,43.56
77,-0.04,0.99,0.11,42.00
77,-0.04,1.00,0.13,41.62
77,-0.04,1.00,0.18,44.15
77,-0.03,1.00,0.12,44.15
77,-0.04,1.00,0.12,43.73
77,-0.04,1.00,0.12,42.35
77,-0.04,0.99,0.12,42.35
77,-0.03,1.00,0.12,42.32
77,-0.03,1.06,0.12,41.06
77,-0.04,0.99,0.12,40.71
77,-0.03,1.00,0.12,43.84
77,-0.03,1.00,0.13,40.78
77,-0.05,1.00,0.13,43.21
77,-0.04,1.00,0.12,43.21
77,-0.04,1.00,0.12,43.15
77,-0.04,1.00,0.06,43.40
77,-0.03,1.00,0.13,43.40
77,-0.05,1.00,0.12,41.41
77,-0.05,1.00,0.12,43.11
77,-0.05,0.99,0.12,43.35
77,-0.04,1.00,0.12,46.48
77,-0.04,1.05,0.12,44.37
77,-0.04,0.99,0.12,41.59
77,-0.04,1.00,0.12,41.59
77,-0.04,1.00,0.12,46.87
77,-0.05,1.00,0.11,45.79
77,-0.04,1.00,0.11,45.79
77,-0.04,1.00,0.12,44.17
77,-0.04,1.00,0.12,47.37
77,-0.05,0.99,0.12,47.37
77,-0.04,1.00,0.12,45.34
77,-0.04,0.94,0.13,37.36
77,-0.04,1.00,0.13,37.21
78,-0.04,1.01,0.12,42.18
78,-0.04,1.01,0.12,46.16
78,-0.04,1.00,0.12,46.16
78,-0.04,1.01,0.12,45.37
78,-0.04,1.01,0.11,40.88
78,-0.04,0.99,0.11,40.88
78,-0.04,1.00,0.13,42.99
78,-0.04,1.00,0.12,45.17
78,-0.04,1.01,0.12,45.23
78,-0.05,1.00,0.12,47.58
78,-0.05,1.00,0.12,41.05
78,-0.04,1.00,0.12,44.20
78,-0.05,1.00,0.12,44.20
78,-0.05,0.99,0.11,42.09
78,-0.03,0.99,0.12,41.17
78,-0.04,1.00,0.12,41.17
78,-0.03,1.00,0.12,40.73
78,-0.03,1.00,0.13,42.13
78,-0.04,1.00,0.13,42.13
78,-0.03,1.00,0.12,46.39
78,-0.03,1.06,0.13,44.36
78,-0.04,1.00,0.13,44.46
78,-0.04,1.00,0.13,43.68
78,-0.04,1.00,0.13,42.88
78,-0.04,1.00,0.13,41.05
78,-0.04,1.01,0.12,41.05
78,-0.04,1.00,0.12,42.58
78,-0.04,1.00,0.11,42.30
78,-0.03,1.00,0.11,42.30
78,-0.04,1.00,0.14,41.75
78,-0.04,1.00,0.12,44.76
78,-0.04,1.00,0.12,45.32
78,-0.04,1.01,0.11,43.76
78,-0.04,1.06,0.13,40.59
78,-0.04,1.00,0.13,49.24
78,-0.05,1.00,0.12,49.24
78,-0.04,0.99,0.11,45.85
78,-0.04,0.99,0.12,49.56
78,-0.04,1.00,0.12,49.56
78,-0.03,0.99,0.12,45.17
78,-0.03,0.99,0.12,43.16
78,-0.04,0.99,0.12,43.16
78,-0.04,1.01,0.12,43.27
78,-0.04,1.00,0.12,42.89
78,-0.04,1.00,0.12,42.88
78,-0.05,1.00,0.11,38.96
78,-0.05,1.00,0.12,42.64
78,-0.04,1.00,0.12,39.62
78,-0.04,1.00,0.12,39.62
78,-0.04,1.00,0.12,46.01
78,-0.04,1.00,0.12,40.18
78,-0.03,1.00,0.12,40.18
78,-0.04,1.00,0.13,39.87
78,-0.04,1.06,0.13,41.16
78,-0.04,1.00,0.13,40.95
78,-0.04,1.00,0.12,43.30
78,-0.04,1.00,0.12,41.57
78,-0.04,1.00,0.12,39.60
78,-0.04,0.99,0.12,39.60
78,-0.04,1.00,0.12,43.37
78,-0.04,1.00,0.12,41.23
78,-0.04,0.99,0.12,41.23
78,-0.04,1.00,0.11,44.36
78,-0.04,1.00,0.12,39.85
78,-0.03,1.00,0.12,39.67
78,-0.03,1.00,0.11,42.81
78,-0.03,0.94,0.12,43.92
78,-0.04,1.00,0.12,40.04
78,-0.04,1.00,0.12,40.04
78,-0.04,0.99,0.12,41.14
78,-0.04,0.99,0.12,40.74
78,-0.04,1.01,0.12,40.74
78,-0.04,0.99,0.12,42.74
78,-0.04,0.99,0.13,39.40
78,-0.04,1.00,0.13,39.40
78,-0.04,1.00,0.12,46.17
78,-0.04,0.99,0.12,41.59
78,-0.05,0.99,0.12,42.17
78,-0.04,1.00,0.12,40.60
78,-0.04,0.99,0.11,45.59
78,-0.04,0.99,0.11,43.43
78,-0.04,1.00,0.12,43.43
78,-0.04,1.00,0.12,43.22
78,-0.04,1.00,0.12,42.18
78,-0.04,1.00,0.12,42.18
78,-0.04,1.00,0.12,38.62
78,-0.04,1.00,0.12,46.61
78,-0.04,1.00,0.12,46.27
78,-0.04,1.00,0.13,40.79
78,-0.04,1.01,0.12,41.68
78,-0.04,1.01,0.12,42.27
78,-0.04,1.00,0.12,42.27
78,-0.04,0.99,0.12,40.55
78,-0.04,0.99,0.12,42.75
78,-0.04,0.99,0.12,42.75
78,-0.03,1.00,0.12,44.82
78,-0.03,1.00,0.12,41.51
78,-0.05,1.00,0.12,41.51
78,-0.03,1.00,0.12,42.50
78,-0.03,1.00,0.11,47.57
78,-0.03,1.00,0.11,47.17
78,-0.03,1.00,0.11,43.25
78,-0.03,1.00,0.12,41.56
78,-0.04,1.00,0.12,41.34
78,-0.05,1.00,0.11,41.34
78,-0.04,1.00,0.13,42.73
78,-0.04,1.00,0.12,41.73
78,-0.04,1.01,0.12,41.73
78,-0.04,1.00,0.12,48.18
78,-0.04,0.94,0.12,42.07
78,-0.04,1.00,0.12,41.48
78,-0.04,1.01,0.13,42.26
78,-0.04,1.00,0.11,42.99
78,-0.04,1.00,0.11,46.79
78,-0.04,0.99,0.13,46.79
78,-0.03,0.99,0.12,47.18
78,-0.03,0.99,0.12,37.64
78,-0.04,1.00,0.12,37.64
78,-0.04,0.99,0.12,43.07
78,-0.04,0.99,0.12,43.94
78,-0.04,0.99,0.12,44.44
78,-0.05,1.00,0.12,47.57
78,-0.05,0.99,0.12,41.20
78,-0.04,0.99,0.12,44.17
78,-0.04,1.00,0.12,44.17
78,-0.04,1.00,0.13,40.77
78,-0.04,1.00,0.18,43.53
78,-0.03,1.00,0.11,43.53
78,-0.04,1.00,0.11,47.16
78,-0.04,1.00,0.12,46.95
78,-0.04,0.99,0.12,46.95
78,-0.04,1.00,0.12,49.23
78,-0.04,0.94,0.12,41.52
78,-0.04,1.00,0.12,41.81
78,-0.04,1.00,0.12,44.16
78,-0.04,0.99,0.12,39.68
78,-0.04,0.99,0.12,43.90
78,-0.04,0.99,0.12,43.90
78,-0.04,1.01,0.11,49.86
78,-0.04,1.01,0.12,39.10
78,-0.04,1.00,0.12,39.10
78,-0.05,1.00,0.11,40.40
78,-0.05,1.00,0.11,42.83
78,-0.04,1.00,0.11,42.69
78,-0.04,1.00,0.12,37.21
78,-0.04,1.06,0.12,43.88
78,-0.04,1.00,0.12,39.37
78,-0.04,1.01,0.13,39.37
78,-0.04,1.00,0.13,41.13
78,-0.04,1.00,0.18,43.53
78,-0.04,1.00,0.12,43.53
78,-0.04,1.00,0.13,43.39
78,-0.04,1.00,0.13,42.18
78,-0.04,1.00,0.13,42.18
78,-0.04,1.01,0.11,43.17
78,-0.04,1.06,0.11,42.56
78,-0.03,1.00,0.11,42.87
78,-0.03,1.00,0.11,40.52
78,-0.03,1.00,0.12,41.38
78,-0.04,1.00,0.12,45.30
78,-0.05,1.00,0.12,45.30
78,-0.04,1.00,0.13,43.68
78,-0.04,1.00,0.12,43.94
78,-0.04,1.00,0.12,43.94
78,-0.04,1.00,0.12,38.84
78,-0.04,1.00,0.12,44.12
78,-0.04,1.00,0.12,44.11
78,-0.04,1.00,0.13,43.33
78,-0.04,1.00,0.12,39.80
78,-0.04,1.00,0.12,40.94
78,-0.03,1.00,0.12,40.94
78,-0.04,1.00,0.12,41.85
78,-0.04,1.00,0.12,43.95
78,-0.04,1.01,0.12,43.95
78,-0.04,1.00,0.12,46.53
78,-0.04,1.00,0.12,43.72
78,-0.03,1.00,0.12,43.72
78,-0.03,1.00,0.12,47.28
78,-0.03,0.99,0.12,43.23
78,-0.04,0.99,0.12,43.45
78,-0.04,0.99,0.12,43.45
78,-0.04,1.00,0.12,46.19
78,-0.04,1.00,0.12,39.99
78,-0.04,1.00,0.12,39.99
78,-0.04,0.99,0.12,40.33
78,-0.04,0.99,0.12,41.09
78,-0.04,1.00,0.12,41.09
78,-0.04,1.00,0.12,45.27
78,-0.04,1.00,0.12,43.37
78,-0.04,1.00,0.12,43.43
78,-0.04,1.00,0.13,42.65
78,-0.04,1.00,0.12,42.81
78,-0.04,1.00,0.12,40.93
78,-0.04,1.00,0.12,40.93
78,-0.03,1.00,0.12,42.98
78,-0.03,1.00,0.12,42.29
78,-0.04,1.00,0.12,42.29
78,-0.04,1.00,0.13,46.21
78,-0.04,1.00,0.11,42.33
78,-0.04,1.00,0.11,42.49
78,-0.05,1.00,0.12,39.36
78,-0.05,1.06,0.11,41.24
78,-0.04,1.00,0.11,47.20
78,-0.04,1.00,0.11,47.20
78,-0.04,1.00,0.12,41.74
78,-0.03,1.00,0.12,44.44
78,-0.04,1.00,0.12,44.44
78,-0.04,1.00,0.13,43.78
78,-0.04,1.00,0.11,46.99
78,-0.03,1.00,0.11,46.99
78,-0.04,1.00,0.11,49.54
78,-0.04,1.00,0.13,44.25
78,-0.04,1.00,0.13,44.19
78,-0.05,1.00,0.12,36.36
78,-0.05,1.00,0.12,44.97
78,-0.04,1.00,0.12,45.53
78,-0.04,0.99,0.13,45.53
78,-0.04,1.00,0.13,44.79
78,-0.04,1.00,0.18,41.27
78,-0.04,1.00,0.12,41.27
78,-0.04,1.00,0.12,41.61
78,-0.04,1.00,0.13,41.68
78,-0.04,1.00,0.13,41.52
78,-0.04,1.00,0.12,43.87
78,-0.04,0.99,0.12,41.99
78,-0.04,0.99,0.12,41.73
78,-0.04,1.00,0.13,41.73
78,-0.04,1.00,0.12,44.29
78,-0.04,1.00,0.12,42.30
78,-0.04,1.00,0.12,42.30
78,-0.03,0.99,0.12,43.26
78,-0.03,0.99,0.12,40.59
78,-0.05,1.00,0.12,40.59
79,-0.04,1.00,0.12,42.44
79,-0.04,1.00,0.12,40.76
79,-0.04,1.00,0.13,40.76
79,-0.04,1.00,0.12,42.40
79,-0.04,1.00,0.11,43.45
79,-0.04,1.00,0.11,43.45
79,-0.04,0.99,0.13,43.36
79,-0.04,0.99,0.12,41.72
79,-0.04,1.00,0.12,41.72
79,-0.04,1.00,0.12,44.25
79,-0.04,1.00,0.11,44.33
79,-0.04,1.00,0.11,43.86
79,-0.04,1.00,0.12,41.51
79,-0.04,1.00,0.12,42.20
79,-0.04,1.00,0.12,39.08
79,-0.04,1.00,0.12,39.08
79,-0.04,1.00,0.12,41.45
79,-0.04,1.00,0.12,44.20
79,-0.04,1.00,0.12,44.20
79,-0.03,1.00,0.12,44.84
79,-0.03,1.00,0.12,44.84
79,-0.04,1.00,0.12,45.12
79,-0.03,1.00,0.11,45.12
79,-0.03,0.94,0.12,48.27
79,-0.05,1.01,0.12,41.41
79,-0.04,1.00,0.12,41.41
79,-0.03,1.00,0.12,45.90
79,-0.03,1.00,0.12,40.66
79,-0.04,0.99,0.12,40.66
79,-0.04,1.00,0.13,40.58
79,-0.04,1.00,0.12,43.63
79,-0.04,1.00,0.12,43.63
79,-0.04,1.00,0.12,44.40
79,-0.04,1.00,0.13,41.85
79,-0.04,1.00,0.13,41.94
79,-0.04,1.00,0.12,45.07
79,-0.04,1.00,0.12,44.97
79,-0.04,1.00,0.12,39.41
79,-0.04,1.00,0.12,39.41
79,-0.03,1.00,0.11,41.37
79,-0.03,1.00,0.12,40.94
79,-0.05,1.00,0.12,40.94
79,-0.04,1.00,0.12,40.74
79,-0.04,1.00,0.12,39.86
79,-0.04,1.00,0.12,39.52
79,-0.05,1.00,0.12,41.08
79,-0.05,1.00,0.11,43.55
79,-0.03,1.00,0.11,44.63
79,-0.04,1.00,0.12,44.63
79,-0.03,1.00,0.12,46.65
79,-0.03,1.00,0.11,43.97
79,-0.03,1.00,0.11,43.97
79,-0.04,1.01,0.13,42.48
79,-0.04,1.01,0.12,40.80
79,-0.04,1.01,0.12,40.81
79,-0.04,1.00,0.12,42.38
79,-0.04,0.94,0.12,40.68
79,-0.04,1.01,0.12,44.86
79,-0.03,1.00,0.11,44.86
79,-0.03,1.00,0.12,45.95
79,-0.04,1.00,0.12,45.47
79,-0.04,1.00,0.12,45.47
79,-0.03,0.99,0.12,44.12
79,-0.03,0.99,0.12,40.76
79,-0.04,1.00,0.12,40.76
79,-0.04,0.99,0.12,40.30
79,-0.04,1.00,0.12,38.33
79,-0.05,1.00,0.12,38.53
79,-0.04,1.00,0.11,40.88
79,-0.04,1.00,0.13,43.25
79,-0.04,1.00,0.13,47.34
79,-0.04,1.00,0.12,47.34
79,-0.04,0.99,0.11,43.23
79,-0.04,0.99,0.11,41.25
79,-0.04,1.00,0.11,41.25
79,-0.05,0.99,0.11,48.47
79,-0.05,0.99,0.12,45.51
79,-0.03,1.00,0.12,45.86
79,-0.04,1.00,0.11,48.99
79,-0.04,1.05,0.13,42.17
79,-0.03,0.99,0.13,42.37
79,-0.04,1.00,0.12,42.37
79,-0.04,1.00,0.13,42.50
79,-0.03,1.00,0.18,43.28
79,-0.04,1.00,0.11,43.28
79,-0.03,1.00,0.12,42.90
79,-0.03,1.00,0.12,40.33
79,-0.04,0.99,0.12,40.33
79,-0.03,1.00,0.11,39.16
79,-0.03,1.06,0.13,39.01
79,-0.03,1.00,0.13,38.66
79,-0.04,1.00,0.12,41.79
79,-0.04,1.00,0.12,40.34
79,-0.04,1.00,0.12,43.06
79,-0.03,0.99,0.13,43.06
79,-0.04,1.00,0.13,40.54
79,-0.04,1.00,0.18,40.44
79,-0.04,1.00,0.12,40.44
79,-0.04,0.99,0.13,41.35
79,-0.04,1.00,0.12,42.26
79,-0.04,1.00,0.12,42.27
79,-0.04,1.00,0.12,44.62
79,-0.04,1.00,0.13,42.60
79,-0.04,1.00,0.13,46.49
79,-0.04,1.00,0.12,46.49
79,-0.05,1.00,0.11,42.09
79,-0.05,1.00,0.12,39.49
79,-0.04,1.00,0.12,39.49
79,-0.04,0.99,0.12,43.09
79,-0.04,0.99,0.12,39.06
79,-0.04,1.00,0.12,38.33
79,-0.04,1.00,0.12,42.25
79,-0.04,1.00,0.12,44.12
79,-0.04,1.00,0.12,43.00
79,-0.05,0.99,0.13,43.00
79,-0.05,0.99,0.12,44.87
79,-0.05,0.99,0.06,42.01
79,-0.03,1.00,0.13,42.01
79,-0.04,1.00,0.12,41.15
79,-0.04,1.00,0.13,44.56
79,-0.04,1.00,0.13,44.56
79,-0.04,1.00,0.12,41.11
79,-0.04,0.94,0.12,45.35
79,-0.04,1.00,0.12,44.83
79,-0.04,1.00,0.12,40.13
79,-0.04,1.00,0.12,45.11
79,-0.04,1.00,0.12,43.99
79,-0.04,1.00,0.12,43.99
79,-0.04,1.00,0.12,41.15
79,-0.04,1.00,0.12,42.66
79,-0.04,1.00,0.12,42.66
79,-0.03,1.00,0.12,41.21
79,-0.03,1.00,0.12,43.50
79,-0.03,1.00,0.12,43.16
79,-0.04,0.99,0.12,38.46
79,-0.04,1.00,0.12,41.36
79,-0.04,1.00,0.12,46.88
79,-0.04,1.00,0.12,46.88
79,-0.04,1.00,0.12,44.48
79,-0.04,1.00,0.06,40.49
79,-0.04,1.00,0.13,40.49
79,-0.03,1.00,0.12,45.02
79,-0.03,1.00,0.12,43.90
79,-0.04,1.00,0.12,43.99
79,-0.05,1.00,0.12,40.85
79,-0.05,0.94,0.12,37.14
79,-0.04,1.01,0.12,42.02
79,-0.04,1.00,0.13,42.02
79,-0.04,1.00,0.12,40.70
79,-0.04,1.00,0.07,42.08
79,-0.04,0.99,0.13,42.08
79,-0.05,1.00,0.11,44.49
79,-0.05,1.00,0.13,48.90
79,-0.04,1.01,0.13,48.90
79,-0.04,1.00,0.12,44.76
79,-0.04,1.06,0.12,46.02
79,-0.04,1.00,0.12,45.87
79,-0.04,1.00,0.12,43.52
79,-0.04,1.00,0.12,40.47
79,-0.04,1.00,0.12,41.30
79,-0.05,1.00,0.12,41.30
79,-0.04,1.00,0.13,38.91
79,-0.04,1.00,0.18,43.55
79,-0.04,1.01,0.11,43.55
79,-0.04,1.01,0.11,40.94
79,-0.04,1.01,0.12,46.10
79,-0.04,1.01,0.12,45.61
79,-0.03,0.99,0.12,41.69
79,-0.03,0.94,0.12,41.98
79,-0.05,1.00,0.12,40.89
79,-0.04,0.99,0.11,40.89
79,-0.04,1.00,0.11,44.13
79,-0.04,1.00,0.06,40.96
79,-0.04,1.00,0.13,40.96
79,-0.05,1.00,0.12,39.53
79,-0.05,1.00,0.11,37.42
79,-0.03,0.99,0.11,37.42
79,-0.03,0.99,0.12,43.49
79,-0.03,1.00,0.11,45.15
79,-0.04,1.00,0.11,44.86
79,-0.04,1.00,0.12,44.86
79,-0.04,1.00,0.12,42.79
79,-0.04,1.00,0.12,41.91
79,-0.04,1.00,0.12,41.91
79,-0.04,0.99,0.12,42.12
79,-0.04,0.99,0.12,47.29
79,-0.04,1.00,0.12,47.29
79,-0.04,1.00,0.12,43.36
79,-0.04,1.06,0.11,39.75
79,-0.04,1.00,0.11,39.22
79,-0.04,1.00,0.12,40.01
79,-0.04,1.00,0.12,45.06
79,-0.05,1.00,0.12,46.48
79,-0.04,0.99,0.12,46.48
79,-0.04,1.00,0.12,46.88
79,-0.04,1.00,0.12,51.16
79,-0.04,0.99,0.12,51.16
79,-0.03,1.00,0.12,45.69
79,-0.03,1.00,0.12,43.46
79,-0.04,1.00,0.12,43.11
79,-0.05,1.00,0.12,47.03
79,-0.05,0.94,0.11,42.50
79,-0.04,1.00,0.11,41.19
79,-0.04,1.00,0.13,41.19
79,-0.04,1.00,0.12,44.09
79,-0.04,1.00,0.07,43.92
79,-0.04,0.99,0.13,43.92
79,-0.03,1.01,0.12,45.20
79,-0.03,1.01,0.12,46.40
79,-0.03,1.00,0.12,46.40
79,-0.04,1.01,0.12,44.13
79,-0.04,1.06,0.12,41.98
79,-0.04,1.00,0.12,42.21
79,-0.04,0.99,0.12,43.00
79,-0.04,0.99,0.12,42.84
79,-0.05,0.99,0.12,42.55
79,-0.04,1.00,0.12,42.55
79,-0.04,1.00,0.11,43.54
79,-0.04,1.00,0.06,42.27
79,-0.04,1.00,0.13,42.27
79,-0.04,1.00,0.12,42.66
79,-0.04,1.00,0.12,38.86
79,-0.04,1.00,0.12,39.03
79,-0.04,1.00,0.12,45.30
79,-0.04,1.00,0.13,42.57
79,-0.04,1.00,0.13,46.76
79,-0.05,1.00,0.12,46.76
79,-0.04,1.01,0.12,41.63
79,-0.04,1.01,0.12,40.21
79,-0.04,1.01,0.12,40.21
79,-0.04,1.01,0.13,47.24
79,-0.04,1.01,0.12,46.59
80,-0.05,1.00,0.12,43.91
80,-0.04,1.00,0.12,43.29
80,-0.04,1.00,0.13,43.77
80,-0.05,1.00,0.13,43.12
80,-0.04,0.99,0.12,43.90
80,-0.04,1.00,0.13,42.00
80,-0.04,1.00,0.13,45.24
80,-0.03,1.00,0.12,45.24
80,-0.05,0.99,0.12,41.00
80,-0.05,0.99,0.12,39.82
80,-0.03,1.00,0.12,39.82
80,-0.04,0.99,0.12,38.57
80,-0.04,0.99,0.11,42.48
80,-0.04,0.99,0.11,42.48
80,-0.04,1.00,0.12,43.64
80,-0.04,1.00,0.13,49.49
80,-0.04,1.00,0.13,50.04
80,-0.04,1.00,0.11,44.56
80,-0.04,1.00,0.12,42.64
80,-0.04,1.00,0.12,46.72
80,-0.04,1.01,0.12,46.72
80,-0.04,1.00,0.12,44.07
80,-0.04,1.00,0.12,46.30
80,-0.05,0.99,0.12,46.30
80,-0.04,1.00,0.11,40.54
80,-0.04,1.06,0.12,40.52
80,-0.05,1.00,0.12,40.52
80,-0.03,1.01,0.12,44.44
80,-0.03,1.01,0.12,38.00
80,-0.03,1.01,0.12,46.19
80,-0.04,1.01,0.12,46.19
80,-0.04,1.01,0.11,45.30
80,-0.04,1.01,0.12,38.75
80,-0.03,1.00,0.12,38.75
80,-0.04,1.00,0.11,47.25
80,-0.04,1.00,0.12,42.97
80,-0.04,1.01,0.12,42.75
80,-0.04,1.01,0.13,42.75
80,-0.04,1.06,0.12,41.02
80,-0.03,1.00,0.12,43.23
80,-0.03,1.00,0.12,43.23
80,-0.03,1.00,0.11,42.62
80,-0.04,1.00,0.12,41.70
80,-0.04,1.00,0.12,41.70
80,-0.04,1.00,0.12,44.79
80,-0.04,1.00,0.12,47.81
80,-0.04,1.00,0.12,47.81
80,-0.03,1.01,0.12,41.50
80,-0.03,1.06,0.12,42.52
80,-0.04,0.99,0.12,42.56
80,-0.04,1.00,0.12,38.65
80,-0.04,1.00,0.12,46.63
80,-0.04,1.00,0.12,41.46
80,-0.03,0.99,0.11,41.46
80,-0.03,1.00,0.12,38.98
80,-0.03,1.00,0.12,47.74
80,-0.03,1.00,0.12,47.74
80,-0.04,1.00,0.11,50.10
80,-0.04,1.00,0.12,43.39
80,-0.04,1.00,0.12,43.03
