seconds, accX, accY, accZ, temp
19,0.04,0.99,0.14,42.71
19,-0.02,0.99,0.14,43.90
19,-0.09,0.99,0.12,43.90
19,-0.11,1.00,0.10,45.65
19,-0.11,1.00,0.10,44.80
19,-0.03,1.02,0.10,44.80
19,0.04,1.00,0.13,43.06
19,0.04,1.00,0.14,39.41
19,0.01,1.00,0.14,39.85
19,-0.09,0.99,0.13,39.85
19,-0.09,0.99,0.10,39.38
19,-0.11,0.99,0.10,40.82
19,-0.06,1.02,0.10,40.82
19,-0.03,1.01,0.12,39.10
19,0.03,1.01,0.09,40.78
19,0.01,0.99,0.15,40.78
19,-0.07,0.99,0.13,41.10
19,-0.07,0.99,0.11,42.93
19,-0.11,0.99,0.11,42.93
19,-0.07,1.01,0.10,37.64
19,-0.07,1.01,0.11,39.54
19,0.02,1.01,0.11,39.46
19,0.04,0.99,0.13,38.68
19,0.04,0.99,0.15,41.04
19,-0.04,0.99,0.18,40.24
19,-0.11,0.99,0.12,40.24
19,-0.09,1.00,0.09,41.74
19,-0.09,1.00,0.11,39.24
19,-0.01,1.01,0.11,39.24
19,0.04,1.00,0.13,41.41
19,0.04,0.99,0.15,40.02
19,-0.02,0.99,0.15,40.11
19,-0.10,0.99,0.12,36.98
19,-0.10,1.00,0.09,44.42
19,-0.11,1.00,0.09,42.66
19,-0.02,1.01,0.10,42.66
19,-0.03,1.00,0.13,42.00
19,0.04,1.00,0.15,43.94
19,-0.00,0.99,0.15,43.94
19,-0.10,0.99,0.13,39.28
19,-0.10,0.94,0.10,36.23
19,-0.11,1.00,0.10,36.53
19,-0.04,1.01,0.08,39.67
19,-0.04,1.01,0.13,44.42
19,0.04,1.01,0.13,39.31
19,0.01,0.99,0.16,39.31
19,0.05,1.00,0.12,39.82
19,-0.07,1.00,0.11,45.00
19,-0.12,0.99,0.11,45.00
19,-0.06,1.01,0.10,44.98
19,-0.06,1.01,0.11,42.67
19,0.03,1.01,0.11,42.91
19,0.03,1.00,0.13,43.69
19,0.03,0.99,0.14,41.00
19,-0.04,0.99,0.14,40.92
19,-0.11,0.99,0.11,40.92
19,-0.11,1.00,0.09,44.47
19,-0.08,1.00,0.11,43.78
19,0.01,1.02,0.11,43.78
19,0.04,1.00,0.14,45.42
19,0.04,1.00,0.14,40.31
19,-0.03,0.99,0.14,40.31
19,-0.10,0.99,0.13,39.99
19,-0.10,0.94,0.10,41.62
19,-0.10,1.00,0.10,42.03
19,-0.02,1.01,0.09,44.38
19,-0.02,1.00,0.13,43.47
19,0.03,1.00,0.15,42.05
19,-0.00,1.00,0.15,42.05
19,-0.03,0.98,0.13,43.60
19,-0.10,0.98,0.11,41.74
19,-0.10,1.00,0.11,41.74
19,-0.04,1.02,0.10,42.26
19,-0.04,1.00,0.12,41.01
19,0.03,1.00,0.12,41.38
19,0.01,0.99,0.15,45.30
19,0.01,1.00,0.13,45.82
20,-0.11,0.99,0.10,40.56
20,0.03,1.01,0.15,43.34
20,0.02,0.99,0.15,43.54
20,-0.06,0.99,0.14,44.33
20,-0.06,0.99,0.11,45.96
20,-0.11,0.99,0.11,40.89
20,-0.08,1.00,0.10,40.89
20,-0.08,1.01,0.12,38.20
20,0.01,1.01,0.08,46.47
20,0.03,1.00,0.14,46.47
20,0.02,0.99,0.15,45.32
20,-0.04,0.99,0.12,46.43
20,-0.11,0.99,0.12,46.43
20,-0.09,1.00,0.10,37.50
20,-0.09,1.01,0.10,44.26
20,-0.01,1.01,0.10,44.18
20,0.03,1.00,0.14,44.97
20,0.03,0.99,0.15,43.39
20,-0.02,0.99,0.15,41.08
20,-0.11,0.99,0.13,41.08
20,-0.09,1.00,0.10,40.12
20,-0.09,1.00,0.10,38.79
20,-0.02,1.02,0.10,38.79
20,0.03,1.01,0.13,41.81
20,0.03,1.01,0.15,43.19
20,0.00,1.00,0.15,43.78
20,-0.08,0.99,0.13,43.00
20,-0.08,0.99,0.11,45.05
20,-0.12,0.99,0.11,39.18
20,-0.05,1.01,0.10,39.18
20,-0.04,1.01,0.12,41.74
20,0.03,1.01,0.08,44.03
20,0.02,0.99,0.14,44.03
20,-0.08,0.99,0.13,42.45
20,-0.08,0.99,0.11,43.56
20,-0.12,0.99,0.11,43.56
20,-0.07,1.01,0.10,42.74
20,-0.07,1.01,0.11,39.04
20,0.02,1.01,0.11,38.86
20,0.03,1.00,0.14,41.21
20,0.03,0.99,0.14,42.06
20,-0.05,0.99,0.18,46.09
20,-0.11,0.99,0.12,46.09
20,-0.08,1.00,0.10,42.43
20,-0.08,1.00,0.10,37.58
20,-0.01,1.02,0.10,37.58
20,0.04,1.00,0.13,43.69
20,0.04,1.05,0.14,43.19
20,-0.02,0.99,0.14,43.34
20,-0.11,0.99,0.13,41.77
20,-0.11,1.00,0.10,40.11
20,-0.11,1.00,0.10,45.95
20,-0.03,1.01,0.11,45.95
20,-0.02,1.01,0.12,45.14
20,0.04,1.01,0.09,42.50
20,-0.00,0.99,0.15,42.50
20,-0.09,0.99,0.13,48.36
20,-0.09,0.99,0.11,44.95
20,-0.11,0.99,0.11,45.23
20,-0.04,1.01,0.10,40.53
20,-0.04,1.00,0.12,40.13
20,0.03,1.00,0.12,43.65
20,0.01,1.00,0.16,43.65
20,0.01,1.00,0.13,40.73
20,-0.07,1.00,0.17,38.87
20,-0.12,0.99,0.11,38.87
20,-0.12,1.01,0.09,41.30
20,-0.06,1.01,0.11,41.64
20,0.01,1.02,0.11,41.64
20,0.03,1.00,0.15,38.66
20,0.03,0.99,0.14,41.18
20,-0.06,0.99,0.14,41.18
20,-0.11,1.00,0.11,41.96
20,-0.11,1.01,0.10,42.56
20,-0.08,1.01,0.10,42.21
20,0.00,1.01,0.10,42.21
20,0.03,0.99,0.14,42.52
20,0.03,0.99,0.15,42.92
20,-0.04,0.99,0.15,42.92
20,-0.10,0.99,0.12,40.88
20,-0.10,0.94,0.10,44.70
20,-0.09,1.01,0.10,45.11
20,-0.01,1.02,0.10,40.41
20,-0.01,1.00,0.13,43.19
20,0.04,1.00,0.13,42.50
20,-0.01,0.99,0.15,42.50
20,-0.03,0.99,0.12,43.06
20,-0.10,0.99,0.11,41.27
20,-0.11,0.99,0.11,41.27
20,-0.05,1.00,0.11,41.17
20,-0.05,1.00,0.12,41.48
20,0.03,1.00,0.12,41.48
20,0.02,0.99,0.14,46.68
20,0.02,0.99,0.14,43.78
20,-0.08,0.99,0.14,43.30
20,-0.11,0.99,0.11,42.52
20,-0.11,1.01,0.09,40.26
20,-0.06,1.01,0.11,43.21
20,0.02,1.01,0.11,43.21
20,0.03,0.99,0.14,43.39
20,0.03,0.99,0.14,44.32
20,-0.06,0.99,0.14,44.32
20,-0.11,1.00,0.12,46.79
20,-0.11,0.94,0.10,39.33
20,-0.08,1.00,0.10,39.19
20,0.00,1.01,0.12,41.54
20,0.00,0.99,0.14,38.64
20,0.03,0.99,0.14,38.49
20,-0.04,1.00,0.14,38.49
20,-0.05,1.00,0.11,38.99
20,-0.11,1.00,0.10,43.33
20,-0.10,1.00,0.10,43.33
20,-0.01,1.00,0.11,38.26
20,-0.01,1.00,0.13,39.58
20,0.04,1.01,0.13,39.88
20,-0.02,0.99,0.15,44.58
20,-0.02,0.99,0.12,40.07
20,-0.10,0.99,0.12,42.77
20,-0.11,0.99,0.10,42.77
20,-0.11,1.01,0.11,43.82
20,-0.03,1.01,0.07,40.96
20,0.03,1.01,0.13,40.96
20,0.06,0.99,0.15,41.21
20,-0.00,0.99,0.13,39.86
20,-0.08,0.99,0.13,39.86
20,-0.11,1.00,0.10,36.62
20,-0.11,1.01,0.11,40.72
20,-0.05,1.01,0.11,40.83
20,0.03,1.01,0.13,46.31
20,0.03,0.99,0.15,35.99
20,0.02,0.99,0.15,39.72
20,-0.06,0.99,0.14,39.72
20,-0.11,0.99,0.12,39.65
20,-0.11,0.99,0.11,39.45
20,-0.08,1.01,0.11,39.45
20,0.01,1.01,0.11,35.14
20,0.01,1.01,0.14,40.09
20,0.03,0.99,0.14,40.22
20,-0.04,0.99,0.14,37.09
20,-0.04,0.98,0.11,43.58
20,-0.11,0.98,0.11,39.71
20,-0.09,1.01,0.11,39.71
20,-0.09,1.01,0.11,41.60
20,-0.01,1.01,0.07,43.21
20,0.04,1.00,0.14,43.21
20,-0.02,0.99,0.15,40.23
20,-0.02,0.99,0.12,42.51
20,-0.11,0.99,0.12,42.51
20,-0.10,1.00,0.10,39.56
20,-0.10,0.95,0.10,40.74
20,-0.02,1.01,0.10,41.29
20,0.03,1.00,0.12,44.43
20,0.03,0.99,0.15,41.09
20,-0.00,0.99,0.13,45.77
20,-0.08,1.00,0.13,45.77
20,-0.10,1.00,0.11,40.74
20,-0.10,1.00,0.09,40.02
20,-0.04,1.01,0.09,40.02
20,0.02,1.00,0.13,39.20
20,0.02,1.06,0.16,44.39
20,0.01,0.99,0.16,44.09
20,-0.06,0.99,0.15,43.30
20,-0.06,1.00,0.11,43.25
20,-0.11,1.00,0.11,43.17
20,-0.06,1.00,0.10,43.17
20,-0.11,1.01,0.11,43.94
20,0.02,1.01,0.07,44.71
20,0.03,1.00,0.13,44.71
20,-0.04,0.99,0.14,35.82
20,-0.04,0.99,0.12,40.98
20,-0.11,0.99,0.12,40.88
20,-0.09,1.00,0.10,40.88
20,-0.09,1.01,0.11,40.61
20,-0.01,1.01,0.11,40.75
20,0.03,0.99,0.14,40.75
20,0.03,0.99,0.15,40.84
20,-0.03,0.99,0.18,41.00
20,-0.10,0.99,0.12,41.00
20,-0.09,1.00,0.10,42.56
20,-0.09,1.00,0.10,40.74
20,-0.02,1.01,0.10,40.74
20,0.04,1.00,0.13,39.82
20,0.04,1.05,0.13,42.08
20,-0.01,0.99,0.13,41.60
20,-0.10,0.99,0.14,40.81
20,-0.10,1.00,0.10,38.72
20,-0.10,1.00,0.10,40.60
20,-0.05,1.01,0.10,40.60
20,-0.03,1.00,0.13,44.06
20,0.03,1.00,0.15,41.11
20,0.01,0.99,0.15,41.11
20,-0.07,1.00,0.13,45.97
20,-0.07,1.00,0.11,39.46
20,-0.11,1.00,0.11,39.57
20,-0.06,1.00,0.09,41.92
20,-0.06,0.95,0.11,40.52
20,0.02,1.01,0.11,39.61
20,0.03,1.00,0.14,39.61
20,0.01,1.00,0.14,37.51
20,-0.05,1.00,0.17,38.18
20,-0.10,0.99,0.11,38.18
20,-0.08,1.00,0.10,41.00
20,-0.08,1.00,0.11,40.37
20,-0.00,1.02,0.11,40.37
20,0.03,1.00,0.13,44.06
20,0.03,0.99,0.14,42.93
20,-0.03,0.99,0.14,42.62
21,-0.10,0.99,0.10,40.42
21,-0.11,0.99,0.10,40.12
21,-0.04,1.01,0.10,40.12
21,-0.04,1.01,0.12,43.50
21,0.03,1.01,0.15,37.13
21,0.01,1.00,0.15,37.13
21,-0.08,0.99,0.12,39.65
21,-0.08,0.99,0.11,40.67
21,-0.10,0.99,0.11,40.71
21,-0.05,1.02,0.09,38.36
21,-0.05,1.02,0.11,39.40
21,0.03,1.02,0.11,40.58
21,0.02,0.99,0.14,40.58
21,0.00,0.99,0.14,43.86
21,-0.06,0.99,0.17,44.83
21,-0.11,1.00,0.11,44.83
21,-0.07,1.01,0.09,48.07
21,-0.07,1.01,0.11,40.27
21,0.00,1.02,0.11,40.12
21,0.03,1.00,0.14,40.12
21,0.03,1.00,0.13,40.77
21,-0.04,1.00,0.13,40.00
21,-0.11,0.99,0.12,40.00
21,-0.11,1.01,0.09,40.43
21,-0.09,1.01,0.10,43.49
21,0.00,1.01,0.10,43.49
21,0.03,1.00,0.12,41.40
21,0.03,1.00,0.15,42.96
21,-0.02,0.99,0.15,42.96
21,-0.11,0.99,0.13,36.89
21,-0.11,0.94,0.09,49.55
21,-0.10,1.01,0.09,50.01
21,-0.03,1.02,0.11,41.39
21,-0.03,1.00,0.13,45.84
21,0.03,1.00,0.13,40.46
21,-0.00,0.99,0.15,40.46
21,-0.02,0.99,0.13,45.55
21,-0.08,0.99,0.16,43.53
21,-0.11,0.99,0.10,43.53
21,-0.06,1.01,0.10,43.58
21,-0.06,1.01,0.12,43.02
21,0.02,1.01,0.12,43.39
21,0.01,0.99,0.13,44.17
21,0.01,0.98,0.13,47.37
21,-0.07,0.98,0.13,42.71
21,-0.12,0.99,0.10,42.71
21,-0.06,1.01,0.09,37.38
21,-0.06,1.01,0.11,38.71
21,0.01,1.02,0.11,38.71
21,0.03,1.00,0.14,40.01
21,0.03,1.00,0.14,42.56
21,-0.05,0.99,0.14,42.56
21,-0.11,0.99,0.12,40.49
21,-0.11,0.94,0.09,43.44
21,-0.08,1.00,0.09,43.67
21,-0.00,1.01,0.11,42.10
21,-0.00,1.00,0.13,44.78
21,0.03,1.00,0.13,44.68
21,-0.03,0.99,0.14,44.68
21,-0.05,0.99,0.14,41.77
21,-0.11,0.99,0.16,42.39
21,-0.10,1.00,0.10,42.39
21,-0.02,1.00,0.11,39.61
21,-0.02,1.01,0.13,38.75
21,0.03,1.01,0.13,38.67
21,-0.01,0.99,0.15,41.81
21,-0.01,0.99,0.13,41.93
21,-0.09,0.99,0.13,41.59
21,-0.10,1.00,0.11,41.59
21,-0.11,1.01,0.11,37.45
21,-0.05,1.01,0.12,35.39
21,0.03,1.01,0.12,35.39
21,0.01,1.00,0.14,45.20
21,0.01,1.00,0.13,40.07
21,-0.07,1.00,0.13,40.07
21,-0.10,1.00,0.10,39.68
21,-0.10,1.00,0.10,40.92
21,-0.06,1.00,0.10,40.51
21,0.01,1.01,0.10,40.51
21,0.01,1.00,0.14,43.91
21,0.02,1.00,0.14,40.56
21,-0.04,0.99,0.14,40.56
21,-0.05,0.99,0.11,41.85
21,-0.11,0.99,0.10,44.22
21,-0.08,1.00,0.10,44.22
21,-0.00,1.02,0.11,37.43
21,-0.00,1.06,0.14,40.11
21,0.03,1.00,0.14,40.60
21,-0.02,0.99,0.13,39.82
21,-0.02,1.00,0.11,39.26
21,-0.10,1.00,0.11,39.99
21,-0.10,1.00,0.09,39.99
21,-0.08,1.01,0.10,42.55
21,-0.02,1.01,0.07,41.96
21,0.03,1.00,0.14,41.96
21,-0.01,0.99,0.14,39.14
21,-0.01,0.99,0.12,41.33
21,-0.09,0.99,0.12,41.38
21,-0.11,0.99,0.11,38.25
21,-0.11,0.94,0.11,42.60
21,-0.04,1.01,0.11,38.49
21,0.03,1.01,0.12,38.49
21,0.03,0.99,0.14,39.67
21,0.00,0.99,0.13,38.84
21,-0.07,0.99,0.13,38.84
21,-0.11,0.99,0.11,41.55
21,-0.11,0.99,0.10,41.23
21,-0.06,1.00,0.10,41.23
21,0.02,1.01,0.12,38.32
21,0.02,1.00,0.15,40.74
21,0.01,1.00,0.15,40.73
21,-0.06,0.99,0.13,42.29
21,-0.06,0.99,0.11,44.03
21,-0.10,0.99,0.11,42.00
21,-0.08,1.01,0.09,42.00
21,-0.11,1.01,0.11,38.35
21,0.01,1.01,0.08,39.95
21,0.02,0.99,0.14,39.95
21,-0.04,1.00,0.13,41.14
21,-0.04,1.00,0.13,46.94
21,-0.10,0.99,0.13,46.96
21,-0.09,1.00,0.10,39.91
21,-0.09,1.02,0.11,39.65
21,-0.01,1.02,0.11,39.13
21,0.03,1.00,0.14,39.13
21,0.05,0.99,0.14,43.24
21,-0.02,0.99,0.14,42.71
21,-0.09,0.99,0.14,42.71
21,-0.10,0.99,0.11,41.07
21,-0.10,0.99,0.10,41.88
21,-0.03,1.01,0.10,42.07
21,0.04,1.01,0.13,42.07
21,0.04,1.05,0.14,42.64
21,-0.00,0.99,0.14,47.22
21,-0.07,1.00,0.14,47.22
21,-0.07,1.00,0.11,43.56
21,-0.10,1.00,0.10,46.21
21,-0.05,1.01,0.10,46.21
21,-0.04,1.01,0.11,41.10
21,0.02,1.01,0.13,40.44
21,0.02,0.99,0.13,40.44
21,-0.06,0.99,0.14,41.63
21,-0.06,0.99,0.12,37.63
21,-0.11,0.99,0.12,38.22
21,-0.07,1.01,0.09,38.22
21,-0.07,1.01,0.11,41.12
21,0.01,1.01,0.11,38.84
21,0.02,0.99,0.13,38.84
21,0.02,0.99,0.14,38.28
21,-0.04,0.99,0.18,42.37
21,-0.10,0.98,0.12,42.37
21,-0.09,1.01,0.10,39.19
21,-0.09,1.01,0.11,43.14
21,-0.01,1.00,0.11,43.02
21,0.03,1.00,0.14,45.37
21,0.03,1.05,0.13,46.03
21,-0.03,0.99,0.13,43.66
21,-0.10,1.00,0.13,43.66
21,-0.10,1.00,0.11,39.38
21,-0.11,1.00,0.11,40.85
21,-0.03,1.01,0.11,40.85
21,-0.03,1.01,0.13,40.57
21,0.03,1.01,0.14,43.23
21,0.00,0.99,0.14,43.23
21,-0.08,1.00,0.13,40.71
21,-0.08,1.06,0.09,47.21
21,-0.10,0.99,0.09,47.53
21,-0.04,1.02,0.09,47.53
21,-0.04,1.01,0.12,41.69
21,0.02,1.01,0.12,39.44
21,0.01,1.00,0.14,39.44
21,0.06,0.99,0.13,44.61
21,-0.06,0.99,0.18,37.57
21,-0.11,0.99,0.12,37.57
21,-0.07,1.01,0.11,40.23
21,-0.07,1.01,0.12,44.28
21,0.02,1.00,0.12,43.89
21,0.02,1.00,0.14,40.75
21,0.02,1.00,0.13,44.93
21,-0.04,1.00,0.13,44.66
21,-0.11,1.00,0.12,44.66
21,-0.08,1.01,0.11,40.19
21,-0.08,1.01,0.12,40.52
21,-0.01,1.01,0.12,40.52
21,0.03,1.00,0.14,43.31
21,0.03,1.00,0.14,39.71
21,-0.02,0.99,0.14,39.71
21,-0.10,0.99,0.12,42.55
21,-0.10,1.00,0.10,41.37
21,-0.09,1.00,0.10,41.12
21,-0.03,1.02,0.10,40.34
21,-0.03,1.00,0.12,42.52
21,0.02,1.00,0.09,43.19
21,0.00,0.99,0.15,43.19
21,0.04,0.99,0.12,47.45
21,-0.08,0.99,0.10,40.46
21,-0.09,1.00,0.10,40.46
21,-0.04,1.01,0.10,41.54
21,-0.04,1.01,0.13,43.91
21,0.02,1.01,0.13,44.16
21,0.01,0.99,0.15,41.03
21,0.01,0.99,0.13,47.49
21,-0.06,0.99,0.13,44.44
21,-0.10,0.99,0.10,44.44
21,-0.12,1.01,0.10,40.78
21,-0.05,1.01,0.11,44.20
21,0.01,1.01,0.11,44.20
21,0.02,1.00,0.14,40.20
21,0.02,1.00,0.14,43.51
21,-0.05,0.99,0.14,43.27
21,-0.11,0.99,0.11,41.71
21,-0.11,0.94,0.10,42.42
21,-0.08,1.00,0.10,46.52
21,0.00,1.01,0.12,46.52
21,0.00,0.99,0.13,44.45
21,0.03,0.99,0.14,42.03
21,-0.03,0.99,0.14,42.03
21,-0.10,0.98,0.11,41.92
21,-0.10,0.98,0.10,37.26
21,-0.08,1.00,0.10,37.26
21,-0.02,1.02,0.10,39.80
21,-0.02,1.01,0.13,43.22
21,0.03,1.01,0.13,43.73
21,-0.01,0.99,0.14,42.95
21,-0.01,0.99,0.13,40.34
21,-0.09,0.99,0.13,44.00
21,-0.10,1.00,0.11,44.00
21,-0.09,1.01,0.10,45.67
21,-0.03,1.01,0.07,37.61
21,0.02,1.00,0.13,37.61
21,0.01,0.99,0.15,38.20
21,0.01,0.99,0.12,39.14
22,-0.11,0.99,0.12,45.36
22,-0.11,0.94,0.10,39.96
22,-0.07,1.00,0.10,40.42
22,0.01,1.01,0.10,45.90
22,0.01,1.00,0.13,39.30
22,0.03,1.00,0.13,42.25
22,-0.04,0.99,0.13,42.25
22,-0.04,0.99,0.12,45.63
22,-0.10,0.99,0.09,43.02
22,-0.08,1.00,0.09,43.02
22,-0.01,1.02,0.11,45.34
22,-0.01,1.02,0.13,42.55
22,0.02,1.00,0.13,42.93
22,-0.02,0.99,0.15,41.36
22,-0.02,0.99,0.12,39.08
22,-0.10,0.99,0.12,42.19
22,-0.10,0.99,0.10,42.19
22,-0.10,1.01,0.10,40.36
22,-0.03,1.01,0.06,43.99
22,0.03,1.01,0.13,43.99
22,-0.00,0.99,0.15,42.04
22,-0.00,0.99,0.12,45.18
22,-0.09,0.99,0.12,45.18
22,-0.10,1.00,0.11,42.60
22,-0.10,1.01,0.10,38.55
22,-0.05,1.01,0.10,38.82
22,0.03,1.01,0.12,43.52
22,0.03,0.99,0.14,43.45
22,0.02,0.99,0.14,38.16
22,-0.06,0.99,0.13,38.16
22,-0.04,1.00,0.11,38.95
22,-0.10,1.00,0.09,42.89
22,-0.07,1.01,0.09,42.89
22,0.00,1.01,0.11,40.05
22,0.00,1.05,0.13,43.86
22,0.02,0.99,0.13,43.83
22,-0.04,1.00,0.15,48.53
22,-0.04,0.99,0.11,43.62
22,-0.10,0.99,0.11,38.16
22,-0.08,1.01,0.11,38.16
22,-0.07,1.01,0.12,42.80
22,-0.01,1.01,0.12,40.45
22,0.03,1.01,0.12,40.45
22,-0.03,0.99,0.15,42.25
22,-0.03,0.99,0.12,39.57
22,-0.09,0.99,0.12,39.45
22,-0.10,1.00,0.10,41.80
22,-0.10,1.01,0.10,41.50
22,-0.02,1.01,0.10,40.53
22,0.02,1.00,0.14,40.53
22,0.02,0.99,0.15,44.57
22,-0.01,0.99,0.13,46.34
22,-0.08,1.00,0.13,46.34
22,-0.10,1.00,0.10,38.95
22,-0.10,1.00,0.10,46.17
22,-0.04,1.01,0.10,46.17
22,0.02,1.01,0.12,41.62
22,0.02,1.06,0.14,42.40
22,0.01,0.99,0.14,42.80
22,-0.07,0.99,0.13,43.59
22,-0.07,0.99,0.11,41.65
22,-0.11,0.99,0.11,41.68
22,-0.06,1.01,0.10,41.68
22,-0.05,1.01,0.11,47.22
22,0.02,1.01,0.08,44.57
22,0.02,1.00,0.14,44.57
22,-0.05,0.99,0.13,39.00
22,-0.05,0.99,0.12,44.11
22,-0.11,0.98,0.12,44.52
22,-0.08,1.01,0.10,43.74
22,-0.08,1.01,0.11,42.15
22,-0.01,1.01,0.11,40.32
22,0.03,1.00,0.15,40.32
22,0.03,0.99,0.14,42.48
22,-0.03,0.99,0.18,42.00
22,-0.09,0.99,0.12,42.00
22,-0.10,1.00,0.11,40.13
22,-0.10,1.00,0.10,41.11
22,-0.02,1.01,0.10,41.11
22,0.03,1.01,0.13,41.24
22,0.03,1.05,0.13,44.96
22,-0.01,0.99,0.13,45.08
22,-0.08,0.99,0.12,43.51
22,-0.08,0.99,0.10,45.78
22,-0.10,0.99,0.10,44.30
22,-0.04,1.01,0.09,44.30
22,-0.04,1.01,0.12,42.08
22,0.03,1.01,0.14,39.34
22,0.01,1.00,0.14,39.34
22,-0.07,0.99,0.13,38.01
22,-0.07,0.99,0.11,47.68
22,-0.10,0.99,0.11,47.08
22,-0.05,1.00,0.10,40.03
22,-0.05,1.01,0.13,44.40
22,0.01,1.01,0.13,37.33
22,0.01,0.99,0.15,37.33
22,0.01,0.99,0.14,42.94
22,-0.06,0.99,0.18,45.01
22,-0.10,0.99,0.11,45.01
22,-0.08,1.00,0.10,44.02
22,-0.08,1.00,0.10,42.78
22,-0.01,1.01,0.10,42.78
22,0.03,1.00,0.14,42.20
22,0.03,0.99,0.14,39.78
22,-0.03,0.99,0.14,41.61
22,-0.10,0.99,0.12,41.61
22,-0.10,1.00,0.10,42.21
22,-0.09,1.00,0.10,44.42
22,-0.02,1.01,0.10,44.42
22,-0.03,1.00,0.13,44.35
22,0.03,1.00,0.15,42.65
22,-0.02,0.99,0.15,42.65
22,-0.09,0.99,0.12,41.21
22,-0.09,0.94,0.10,44.40
22,-0.10,1.00,0.10,43.98
22,-0.04,1.00,0.10,46.33
22,-0.04,1.01,0.11,42.75
22,0.03,1.01,0.11,43.93
22,0.01,0.99,0.14,43.93
22,0.06,0.99,0.13,42.68
22,-0.07,0.99,0.16,37.29
22,-0.10,1.00,0.10,37.29
22,-0.06,1.01,0.11,36.89
22,-0.06,1.01,0.12,42.55
22,0.02,1.01,0.12,42.34
22,0.02,0.99,0.14,43.13
22,0.02,0.99,0.14,44.10
22,-0.06,0.99,0.14,43.61
22,-0.10,0.99,0.11,43.61
22,-0.10,1.00,0.09,42.48
22,-0.07,1.00,0.11,44.97
22,0.00,1.01,0.11,44.97
22,0.03,1.00,0.14,41.16
22,0.03,1.00,0.13,46.33
22,-0.04,0.99,0.13,46.33
22,-0.10,1.00,0.12,43.10
22,-0.10,1.00,0.10,47.52
22,-0.09,1.00,0.10,47.49
22,-0.02,1.01,0.11,39.66
22,-0.02,1.01,0.13,41.00
22,0.03,1.01,0.13,38.56
22,-0.03,0.99,0.15,38.56
22,-0.02,0.99,0.12,42.27
22,-0.08,0.99,0.10,44.10
22,-0.10,1.00,0.10,44.10
22,-0.03,1.00,0.10,41.96
22,-0.03,1.00,0.12,35.63
22,0.03,1.01,0.12,35.24
22,-0.00,0.99,0.14,45.43
22,-0.00,0.99,0.12,45.40
22,-0.07,0.99,0.12,45.54
22,-0.10,1.00,0.10,45.54
22,-0.12,1.00,0.10,42.17
22,-0.05,1.00,0.07,38.26
22,0.01,1.00,0.13,38.26
22,0.02,1.00,0.15,39.54
22,0.02,1.00,0.14,40.09
22,-0.06,0.99,0.14,40.09
22,-0.09,0.99,0.10,43.61
22,-0.09,0.94,0.10,44.71
22,-0.07,1.00,0.10,42.81
22,0.01,1.01,0.11,42.81
22,0.01,0.99,0.14,42.82
22,0.01,0.99,0.13,42.32
22,-0.05,0.99,0.13,42.32
22,-0.04,0.99,0.11,41.42
22,-0.10,0.99,0.11,45.63
22,-0.09,1.00,0.11,45.63
22,-0.01,1.01,0.10,39.28
22,-0.01,1.01,0.14,43.23
22,0.02,1.01,0.14,43.21
22,-0.03,0.99,0.14,42.42
22,-0.03,0.99,0.13,45.59
22,-0.09,0.99,0.13,37.91
22,-0.09,1.01,0.10,37.91
22,-0.08,1.01,0.11,46.33
22,-0.02,1.01,0.07,38.61
22,0.02,1.01,0.13,38.61
22,-0.01,1.00,0.14,43.01
22,-0.01,1.00,0.13,38.52
22,-0.09,0.99,0.13,38.49
22,-0.10,0.99,0.12,41.62
22,-0.10,0.95,0.09,41.88
22,-0.05,1.01,0.09,38.43
22,0.02,1.01,0.13,38.43
22,0.02,0.99,0.14,42.95
22,0.00,0.99,0.13,43.69
22,-0.07,0.99,0.13,43.69
22,-0.09,0.99,0.11,39.98
22,-0.09,0.99,0.10,40.84
22,-0.06,1.02,0.10,40.84
22,0.02,1.00,0.11,41.38
22,0.02,1.06,0.14,41.18
22,0.02,1.00,0.14,41.16
22,-0.05,0.99,0.14,40.37
22,-0.05,0.99,0.12,47.63
22,-0.10,0.99,0.12,42.10
22,-0.08,1.00,0.11,42.10
22,-0.12,1.00,0.12,39.23
22,0.00,1.00,0.08,40.91
22,0.03,1.00,0.14,40.91
22,-0.03,1.00,0.14,40.09
22,-0.03,1.00,0.13,44.77
22,-0.09,0.99,0.13,45.05
22,-0.09,1.00,0.10,43.48
22,-0.09,1.00,0.10,45.69
22,-0.02,1.00,0.10,50.69
22,0.03,1.00,0.13,50.69
22,0.05,1.00,0.15,42.47
22,-0.02,1.00,0.13,37.70
22,-0.08,0.99,0.13,37.70
22,-0.10,1.00,0.10,41.69
22,-0.10,1.00,0.10,41.69
22,-0.04,1.01,0.10,41.69
22,0.02,1.01,0.13,43.14
22,0.02,1.05,0.14,42.15
22,-0.00,0.99,0.14,45.90
22,-0.07,0.99,0.13,45.90
22,-0.07,1.00,0.11,43.31
22,-0.10,1.00,0.11,40.86
22,-0.06,1.00,0.11,40.86
22,-0.05,1.00,0.11,42.14
22,0.02,1.00,0.14,44.02
22,0.01,0.99,0.14,44.02
22,-0.06,0.99,0.13,44.21
22,-0.06,0.99,0.11,45.89
22,-0.10,0.99,0.11,45.52
22,-0.08,1.01,0.10,39.25
22,-0.08,1.02,0.12,45.54
22,0.00,1.02,0.12,41.49
22,0.02,1.00,0.13,41.49
22,0.03,0.99,0.14,44.99
